InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
566694,20682,RED RETROSPOT CHILDRENS UMBRELLA,12,2011-09-14 11:50:00,3.25,16401.0,United Kingdom
551956,71038,WHITE HANGING BEADS CANDLE HOLDER,1,2011-05-05 12:22:00,5.45,15021.0,United Kingdom
574721,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1,2011-11-06 14:43:00,0.79,17920.0,United Kingdom
580610,21976,PACK OF 60 MUSHROOM CAKE CASES,1,2011-12-05 11:48:00,2.08,,United Kingdom
569943,23355,HOT WATER BOTTLE KEEP CALM,1,2011-10-06 18:08:00,4.95,14592.0,United Kingdom
536982,21484,CHICK GREY HOT WATER BOTTLE,18,2010-12-03 14:27:00,8.47,,United Kingdom
570272,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,2011-10-10 10:45:00,0.83,14297.0,United Kingdom
556237,21174,POTTERING IN THE SHED METAL SIGN,1,2011-06-09 15:34:00,4.13,,United Kingdom
575117,22919,HERB MARKER MINT,1,2011-11-08 14:22:00,0.65,12748.0,United Kingdom
579131,20719,WOODLAND CHARLOTTE BAG,30,2011-11-28 12:33:00,0.85,12839.0,United Kingdom
563354,84519B,CARROT CHARLIE+LOLA COASTER SET,3,2011-08-15 14:35:00,1.25,15271.0,United Kingdom
545635,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,6,2011-03-04 12:14:00,2.95,13557.0,United Kingdom
580884,22663,JUMBO BAG DOLLY GIRL DESIGN,1,2011-12-06 12:21:00,2.08,15907.0,United Kingdom
558475,10133,COLOURING PENCILS BROWN TUBE,15,2011-06-29 15:58:00,0.83,,United Kingdom
547396,22074,6 RIBBONS SHIMMERING PINKS ,1,2011-03-22 16:54:00,2.46,,United Kingdom
577252,21642,ASSORTED TUTTI FRUTTI PEN,11,2011-11-18 12:22:00,0.29,18034.0,United Kingdom
555321,22297,HEART IVORY TRELLIS SMALL,1,2011-06-02 11:01:00,2.46,,United Kingdom
558271,23236,DOILEY STORAGE TIN,6,2011-06-28 10:17:00,2.89,13895.0,United Kingdom
577533,84661B,BLACK SQUARE TABLE CLOCK,1,2011-11-20 14:04:00,2.55,16877.0,United Kingdom
539631,48185,DOORMAT FAIRY CAKE,1,2010-12-20 15:03:00,14.43,,United Kingdom
548160,22563,HAPPY STENCIL CRAFT,24,2011-03-29 13:33:00,1.25,16253.0,United Kingdom
566757,35648,VINTAGE BEAD PINK PURSE ,1,2011-09-14 15:54:00,1.63,,United Kingdom
571441,21876,POTTERING MUG,1,2011-10-17 13:31:00,3.29,14096.0,United Kingdom
568057,22187,GREEN CHRISTMAS TREE CARD HOLDER,1,2011-09-23 12:56:00,8.29,,United Kingdom
536732,21238,RED RETROSPOT CUP,8,2010-12-02 12:47:00,0.85,15544.0,United Kingdom
544186,84988,SET OF 72 PINK HEART PAPER DOILIES,2,2011-02-16 15:56:00,2.92,,United Kingdom
570829,21314,SMALL GLASS HEART TRINKET POT,8,2011-10-12 13:17:00,2.1,16295.0,United Kingdom
567507,21174,POTTERING IN THE SHED METAL SIGN,1,2011-09-20 14:46:00,4.13,,United Kingdom
571265,21900,"KEY FOB , SHED",1,2011-10-16 11:31:00,0.65,16674.0,United Kingdom
569896,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1,2011-10-06 15:58:00,2.1,,United Kingdom
545842,22630,DOLLY GIRL LUNCH BOX,12,2011-03-07 13:37:00,1.95,15498.0,United Kingdom
572540,84884a,ANT WHITE WIRE HEART SPIRAL,1,2011-10-24 16:17:00,8.29,,United Kingdom
560712,79191C,RETRO PLASTIC ELEPHANT TRAY,3,2011-07-20 13:06:00,0.85,14456.0,United Kingdom
554993,20718,RED RETROSPOT SHOPPER BAG,5,2011-05-29 14:13:00,1.25,17051.0,United Kingdom
547785,22519,CHILDS GARDEN BRUSH PINK,1,2011-03-25 11:41:00,2.1,13097.0,United Kingdom
553423,22384,LUNCH BAG PINK POLKADOT,4,2011-05-17 10:28:00,1.65,17811.0,United Kingdom
559981,21770,OPEN CLOSED METAL SIGN,6,2011-07-14 11:30:00,4.95,14562.0,United Kingdom
560567,21671,RED SPOT CERAMIC DRAWER KNOB,2,2011-07-19 13:57:00,3.29,,United Kingdom
571082,21822,GLITTER CHRISTMAS TREE WITH BELLS,1,2011-10-13 15:25:00,1.63,,United Kingdom
574284,23202,JUMBO BAG VINTAGE LEAF,20,2011-11-03 15:01:00,2.08,17644.0,United Kingdom
579885,23423,PANTRY 3 HOOK ROLLING PIN HANGER,2,2011-11-30 17:37:00,3.75,15444.0,United Kingdom
564756,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-08-30 10:33:00,3.29,,United Kingdom
547063,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-03-20 13:33:00,2.55,14769.0,United Kingdom
546236,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,4,2011-03-10 12:48:00,3.75,12370.0,Cyprus
555277,21749,LARGE RED RETROSPOT WINDMILL,1,2011-06-01 17:30:00,4.13,,United Kingdom
548703,22147,FELTCRAFT BUTTERFLY HEARTS,2,2011-04-03 11:37:00,1.45,16010.0,United Kingdom
566981,23170,REGENCY TEA PLATE ROSES ,12,2011-09-16 10:02:00,1.65,15498.0,United Kingdom
565847,22065,CHRISTMAS PUDDING TRINKET POT ,1,2011-09-07 12:44:00,3.29,,United Kingdom
578947,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-11-27 13:49:00,1.25,14547.0,United Kingdom
561218,23306,SET OF 36 DOILIES PANTRY DESIGN,1,2011-07-25 17:11:00,2.92,,United Kingdom
555549,22766,PHOTO FRAME CORNICE,4,2011-06-05 13:24:00,2.95,13637.0,United Kingdom
540649,22543,MINI JIGSAW BAKE A CAKE ,24,2011-01-10 14:59:00,0.42,15061.0,United Kingdom
565439,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-09-04 13:56:00,4.25,14852.0,United Kingdom
566599,23202,JUMBO BAG VINTAGE LEAF,1,2011-09-13 15:37:00,2.08,15998.0,United Kingdom
580103,23313,VINTAGE CHRISTMAS BUNTING,2,2011-12-01 15:12:00,4.95,16242.0,United Kingdom
573500,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-10-31 12:01:00,2.1,16931.0,United Kingdom
543546,22467,GUMBALL COAT RACK,2,2011-02-09 16:52:00,4.96,,United Kingdom
572735,22386,JUMBO BAG PINK POLKADOT,10,2011-10-25 15:36:00,2.08,15630.0,United Kingdom
545066,21383,PACK OF 12 STICKY BUNNIES,4,2011-02-27 14:44:00,0.65,13610.0,United Kingdom
543369,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-02-07 14:49:00,1.25,16255.0,United Kingdom
545038,21169,YOU'RE CONFUSING ME METAL SIGN ,2,2011-02-27 10:13:00,1.69,13684.0,United Kingdom
568326,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,2011-09-26 14:00:00,0.12,13200.0,United Kingdom
573264,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2011-10-28 12:36:00,4.95,14415.0,United Kingdom
552467,23207,LUNCH BAG ALPHABET DESIGN,10,2011-05-09 15:29:00,1.65,15249.0,United Kingdom
578944,22097,SWALLOW SQUARE TISSUE BOX,2,2011-11-27 13:41:00,0.39,16005.0,United Kingdom
540013,22555,PLASTERS IN TIN STRONGMAN,2,2011-01-04 11:30:00,1.65,16255.0,United Kingdom
561820,22559,SEASIDE FLYING DISC,2,2011-07-29 16:00:00,2.46,,United Kingdom
554489,22614,PACK OF 12 SPACEBOY TISSUES,24,2011-05-24 13:46:00,0.29,17272.0,United Kingdom
548194,21980,PACK OF 12 RED RETROSPOT TISSUES ,11,2011-03-29 15:30:00,0.83,,United Kingdom
547788,22821,GIFT BAG PSYCHEDELIC APPLES,1,2011-03-25 12:00:00,1.25,,United Kingdom
574077,20982,12 PENCILS TALL TUBE SKULLS,1,2011-11-02 15:56:00,0.85,17999.0,United Kingdom
544920,22502,PICNIC BASKET WICKER SMALL,8,2011-02-24 16:31:00,5.95,13081.0,United Kingdom
561209,21576,LETS GO SHOPPING COTTON TOTE BAG,1,2011-07-25 16:57:00,1.63,,United Kingdom
545215,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2011-02-28 16:47:00,4.13,,United Kingdom
556784,84551,CROCHET DOG KEYRING,1,2011-06-14 13:15:00,1.65,14461.0,United Kingdom
538625,22642,SET OF 4 NAPKIN CHARMS STARS   ,32,2010-12-13 12:50:00,2.1,14544.0,United Kingdom
550342,22971,QUEENS GUARD COFFEE MUG,6,2011-04-17 15:55:00,2.55,13018.0,United Kingdom
555133,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2011-05-31 15:32:00,9.95,16810.0,United Kingdom
575700,23323,WHITE WICKER STAR ,12,2011-11-10 16:58:00,2.1,15111.0,United Kingdom
542906,22227,HANGING HEART MIRROR DECORATION ,4,2011-02-01 15:12:00,1.25,,United Kingdom
560781,22630,DOLLY GIRL LUNCH BOX,12,2011-07-21 09:43:00,1.95,13969.0,United Kingdom
573300,22116,METAL SIGN HIS DINNER IS SERVED,1,2011-10-28 16:10:00,0.79,16049.0,United Kingdom
552444,85150,LADIES & GENTLEMEN METAL SIGN,2,2011-05-09 13:10:00,2.55,17634.0,United Kingdom
553060,21535,RED RETROSPOT SMALL MILK JUG,6,2011-05-13 10:44:00,2.55,15826.0,United Kingdom
580816,23425,STORAGE TIN HOME SWEET HOME,12,2011-12-06 11:28:00,0.79,15157.0,United Kingdom
549053,22619,SET OF 6 SOLDIER SKITTLES,4,2011-04-06 10:20:00,3.75,13863.0,United Kingdom
574321,21358,TOAST ITS - HAPPY BIRTHDAY,1,2011-11-03 19:28:00,1.25,16016.0,United Kingdom
569026,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-09-30 10:18:00,4.15,16101.0,United Kingdom
541698,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-01-20 19:16:00,1.95,14713.0,United Kingdom
555115,47566,PARTY BUNTING,45,2011-05-31 14:58:00,10.79,,United Kingdom
554918,22847,BREAD BIN DINER STYLE IVORY,1,2011-05-27 12:29:00,16.95,17345.0,United Kingdom
536522,22151,PLACE SETTING WHITE HEART,1,2010-12-01 12:49:00,0.42,15012.0,United Kingdom
579508,90180A,BLACK+WHITE NECKLACE W TASSEL,1,2011-11-29 16:33:00,9.98,,United Kingdom
568589,22781,GUMBALL MAGAZINE RACK,4,2011-09-28 10:27:00,7.65,17405.0,United Kingdom
556912,20726,LUNCH BAG WOODLAND,2,2011-06-15 13:26:00,1.65,15005.0,United Kingdom
546429,23006,TRAVEL CARD WALLET FLOWER MEADOW,2,2011-03-13 15:25:00,0.42,17611.0,United Kingdom
560209,22548,HEADS AND TAILS SPORTING FUN,2,2011-07-15 14:05:00,1.25,15004.0,United Kingdom
548674,90070,RUBY GLASS CLUSTER BRACELET,1,2011-04-01 16:38:00,5.95,,United Kingdom
576971,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,2011-11-17 11:51:00,8.5,14032.0,United Kingdom
555558,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-06-05 14:06:00,0.55,14159.0,United Kingdom
563031,23240,SET OF 4 KNICK KNACK TINS DOILY ,2,2011-08-11 14:38:00,4.15,13263.0,United Kingdom
537393,22652,TRAVEL SEWING KIT,24,2010-12-06 13:59:00,1.65,13089.0,United Kingdom
548863,84912A,PINK ROSE WASHBAG,2,2011-04-04 13:57:00,3.75,15311.0,United Kingdom
537883,22963,JAM JAR WITH GREEN LID,12,2010-12-09 09:27:00,0.85,14437.0,United Kingdom
556241,23104,IVORY CAFE HANGING LAMP ,1,2011-06-09 16:04:00,12.5,12597.0,Spain
558114,23029,DOORKNOB CRACKED GLAZE GREEN,6,2011-06-27 08:49:00,1.65,14911.0,EIRE
551133,22998,TRAVEL CARD WALLET KEEP CALM,480,2011-04-26 13:00:00,0.36,16656.0,United Kingdom
559539,21746,SMALL RED RETROSPOT WINDMILL,2,2011-07-10 12:28:00,1.25,18024.0,United Kingdom
546679,20978,36 PENCILS TUBE SKULLS,3,2011-03-15 16:47:00,1.25,13121.0,United Kingdom
552493,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,1,2011-05-09 16:21:00,2.46,,United Kingdom
564754,23181,BULL DOG BOTTLE TOP WALL CLOCK,1,2011-08-30 10:29:00,16.63,,United Kingdom
570215,22959,WRAP CHRISTMAS VILLAGE,25,2011-10-09 11:53:00,0.42,16066.0,United Kingdom
566912,21175,GIN + TONIC DIET METAL SIGN,12,2011-09-15 14:05:00,2.55,14367.0,United Kingdom
564372,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,2011-08-25 09:55:00,0.39,12714.0,France
580188,23498,CLASSIC BICYCLE CLIPS ,4,2011-12-02 12:02:00,1.45,16440.0,United Kingdom
551014,20728,LUNCH BAG CARS BLUE,10,2011-04-26 11:04:00,1.65,13209.0,United Kingdom
554058,21154,RED RETROSPOT OVEN GLOVE ,3,2011-05-20 16:04:00,1.25,17757.0,United Kingdom
544479,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,144,2011-02-21 10:28:00,0.79,14646.0,Netherlands
550284,22981,PANTRY APPLE CORER,12,2011-04-15 14:10:00,1.45,12383.0,Belgium
579694,21259,VICTORIAN SEWING BOX SMALL ,2,2011-11-30 14:11:00,12.46,,United Kingdom
574864,22574,HEART WOODEN CHRISTMAS DECORATION,12,2011-11-07 12:29:00,0.85,14387.0,United Kingdom
544893,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-02-24 12:01:00,1.25,17865.0,United Kingdom
563404,22083,PAPER CHAIN KIT RETROSPOT,24,2011-08-16 11:04:00,2.95,16303.0,United Kingdom
568721,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,2,2011-09-28 16:24:00,0.83,,United Kingdom
560038,22090,PAPER BUNTING RETROSPOT,20,2011-07-14 14:08:00,2.95,12709.0,Germany
538171,20760,GARDEN PATH POCKET BOOK,3,2010-12-09 20:01:00,0.85,17530.0,United Kingdom
549147,20773,,-4,2011-04-06 15:30:00,0.0,,United Kingdom
548984,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,2011-04-05 12:37:00,0.85,14546.0,United Kingdom
563935,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,2011-08-21 16:24:00,7.95,15547.0,United Kingdom
556683,23245,SET OF 3 REGENCY CAKE TINS,4,2011-06-14 09:43:00,4.95,15358.0,United Kingdom
563522,21832,CHOCOLATE CALCULATOR,7,2011-08-17 10:59:00,1.65,17975.0,United Kingdom
578302,23312,VINTAGE CHRISTMAS GIFT SACK,4,2011-11-23 15:23:00,4.15,16057.0,United Kingdom
573035,21166,COOK WITH WINE METAL SIGN ,12,2011-10-27 13:43:00,2.08,12433.0,Norway
549738,20963,APPLE BATH SPONGE,10,2011-04-12 09:28:00,1.25,,Hong Kong
581399,22547,MINI JIGSAW DINOSAUR ,48,2011-12-08 13:27:00,0.19,17528.0,United Kingdom
556914,15044D,RED PAPER PARASOL,9,2011-06-15 13:34:00,2.95,12877.0,United Kingdom
564632,22692,DOORMAT WELCOME TO OUR HOME,2,2011-08-26 11:58:00,7.95,16556.0,United Kingdom
542791,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-02-01 10:47:00,4.25,15039.0,United Kingdom
559751,85099B,JUMBO BAG RED RETROSPOT,4,2011-07-12 11:28:00,2.08,14688.0,United Kingdom
537781,22030,SWALLOWS GREETING CARD,12,2010-12-08 12:46:00,0.42,17341.0,United Kingdom
574885,23480,MINI LIGHTS WOODLAND MUSHROOMS,8,2011-11-07 14:01:00,3.75,12472.0,Germany
571653,21224,SET/4 SKULL BADGES,20,2011-10-18 12:17:00,1.06,14298.0,United Kingdom
550214,21172,PARTY METAL SIGN ,1,2011-04-15 10:43:00,4.13,,United Kingdom
563451,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2011-08-16 14:34:00,3.75,18241.0,United Kingdom
580673,23300,GARDENERS KNEELING PAD CUP OF TEA ,24,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
570500,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,24,2011-10-11 09:19:00,4.25,15858.0,United Kingdom
570116,21218,RED SPOTTY BISCUIT TIN,1,2011-10-07 12:38:00,3.75,12856.0,United Kingdom
559944,22191,IVORY DINER WALL CLOCK,30,2011-07-14 10:21:00,7.65,17396.0,United Kingdom
559138,21084,SET/6 COLLAGE PAPER CUPS,8,2011-07-06 13:35:00,0.19,16919.0,United Kingdom
578030,72598,SET/12 TAPER CANDLES,12,2011-11-22 13:40:00,0.85,15498.0,United Kingdom
540179,22729,ALARM CLOCK BAKELIKE ORANGE,2,2011-01-05 12:54:00,3.75,16033.0,United Kingdom
545460,22982,PANTRY PASTRY BRUSH,2,2011-03-02 17:33:00,1.25,13230.0,United Kingdom
565388,22470,HEART OF WICKER LARGE,3,2011-09-02 15:56:00,2.95,14415.0,United Kingdom
544295,85230B,CINNAMON SCENTED VOTIVE CANDLE,48,2011-02-17 12:43:00,0.21,14298.0,United Kingdom
560571,22383,LUNCH BAG SUKI DESIGN ,20,2011-07-19 14:29:00,1.65,17735.0,United Kingdom
570103,84946,ANTIQUE SILVER T-LIGHT GLASS,6,2011-10-07 12:18:00,1.25,15719.0,United Kingdom
554999,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,2011-05-29 15:44:00,7.95,15547.0,United Kingdom
546220,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2011-03-10 12:16:00,1.25,16745.0,United Kingdom
539581,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2010-12-20 12:51:00,3.95,16143.0,United Kingdom
564639,21931,JUMBO STORAGE BAG SUKI,5,2011-08-26 12:55:00,2.08,18036.0,United Kingdom
558063,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,16,2011-06-24 15:28:00,0.85,16395.0,United Kingdom
554813,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-05-26 13:26:00,2.95,15852.0,United Kingdom
554997,22712,CARD DOLLY GIRL ,12,2011-05-29 15:35:00,0.42,16746.0,United Kingdom
576864,21263,GREEN GOOSE FEATHER TREE 60CM,2,2011-11-16 16:06:00,1.95,12748.0,United Kingdom
579520,22233,JIGSAW RABBIT AND BIRDHOUSE,2,2011-11-29 18:14:00,0.59,12748.0,United Kingdom
556942,16161P,WRAP ENGLISH ROSE ,25,2011-06-15 16:42:00,0.42,14222.0,United Kingdom
553178,23088,ZINC HEART FLOWER T-LIGHT HOLDER,3,2011-05-15 11:29:00,1.25,17302.0,United Kingdom
567890,22555,PLASTERS IN TIN STRONGMAN,12,2011-09-22 15:40:00,1.65,14125.0,United Kingdom
539933,20867,PINK ROSE FABRIC MIRROR,12,2010-12-23 11:24:00,1.25,15235.0,United Kingdom
575312,15036,ASSORTED COLOURS SILK FAN,24,2011-11-09 12:49:00,0.83,13588.0,United Kingdom
553162,22597,MUSICAL ZINC HEART DECORATION ,1,2011-05-13 15:53:00,1.63,,United Kingdom
567092,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-09-16 12:48:00,3.75,13196.0,United Kingdom
577506,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1,2011-11-20 12:40:00,1.25,13212.0,United Kingdom
579777,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2011-11-30 15:13:00,4.13,,United Kingdom
560305,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-07-18 10:49:00,2.95,16511.0,United Kingdom
568667,22196,SMALL HEART MEASURING SPOONS,1,2011-09-28 13:00:00,0.85,14606.0,United Kingdom
565434,23326,HANGING MINI COLOURED BOTTLES,1,2011-09-04 13:35:00,0.63,12867.0,United Kingdom
547350,22534,MAGIC DRAWING SLATE SPACEBOY ,24,2011-03-22 12:05:00,0.42,17272.0,United Kingdom
538177,22339,CHRISTMAS TREE PAINTED ZINC ,3,2010-12-10 09:51:00,1.28,,United Kingdom
565129,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2011-09-01 12:41:00,2.08,15719.0,United Kingdom
545425,22189,CREAM HEART CARD HOLDER,7,2011-03-02 14:39:00,3.95,16792.0,United Kingdom
560285,22671,FRENCH LAUNDRY SIGN BLUE METAL,12,2011-07-18 09:21:00,1.65,14944.0,United Kingdom
566221,22505,MEMO BOARD COTTAGE DESIGN,1,2011-09-09 16:13:00,10.79,,United Kingdom
579512,23263,SET OF 3 WOODEN HEART DECORATIONS,6,2011-11-29 16:47:00,2.46,,United Kingdom
538349,84251B,"GREETING CARD, STICKY GORDON",1,2010-12-10 14:59:00,0.85,,United Kingdom
566239,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-09-11 11:26:00,2.1,14665.0,United Kingdom
555924,22568,FELTCRAFT CUSHION OWL,1,2011-06-07 17:12:00,7.46,,United Kingdom
562420,22620,4 TRADITIONAL SPINNING TOPS,1,2011-08-04 16:38:00,2.46,,United Kingdom
546079,22618,COOKING SET RETROSPOT,2,2011-03-09 11:05:00,9.95,14534.0,United Kingdom
563093,20719,WOODLAND CHARLOTTE BAG,1,2011-08-11 17:28:00,1.63,,United Kingdom
554915,23169,CLASSIC GLASS COOKIE JAR,6,2011-05-27 12:23:00,4.15,16133.0,United Kingdom
544083,22728,ALARM CLOCK BAKELIKE PINK,8,2011-02-15 15:51:00,3.75,15606.0,United Kingdom
571054,22714,CARD BIRTHDAY COWBOY,12,2011-10-13 13:58:00,0.42,14234.0,United Kingdom
566602,22980,PANTRY SCRUBBING BRUSH,1,2011-09-13 16:05:00,3.29,,United Kingdom
540986,21136,PAINTED METAL PEARS ASSORTED,8,2011-01-12 16:14:00,1.69,15291.0,United Kingdom
578103,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-11-23 08:42:00,1.06,17554.0,United Kingdom
546423,22804,CANDLEHOLDER PINK HANGING HEART,1,2011-03-13 12:39:00,2.95,14502.0,United Kingdom
575583,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,2,2011-11-10 11:55:00,1.25,14456.0,United Kingdom
569494,23144,ZINC T-LIGHT HOLDER STARS SMALL,60,2011-10-04 13:42:00,0.83,15739.0,United Kingdom
563714,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-08-18 15:51:00,1.65,14565.0,United Kingdom
559298,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-07-07 12:38:00,0.85,12471.0,Germany
578065,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6,2011-11-22 15:41:00,2.46,,United Kingdom
581165,21015,DARK BIRD HOUSE TREE DECORATION,24,2011-12-07 14:39:00,0.29,15701.0,United Kingdom
569019,23232,WRAP VINTAGE LEAF DESIGN,25,2011-09-30 09:38:00,0.42,15602.0,United Kingdom
550464,20754,RETROSPOT RED WASHING UP GLOVES,10,2011-04-18 13:30:00,2.1,16550.0,United Kingdom
562210,22619,SET OF 6 SOLDIER SKITTLES,4,2011-08-03 13:10:00,3.75,13486.0,United Kingdom
566238,22630,DOLLY GIRL LUNCH BOX,1,2011-09-11 11:24:00,1.95,17377.0,United Kingdom
544468,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-02-21 08:33:00,3.75,,EIRE
540516,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1,2011-01-09 12:01:00,1.25,16326.0,United Kingdom
554275,21060,PARTY INVITES BALLOON GIRL,4,2011-05-23 13:17:00,0.85,14903.0,United Kingdom
555742,22656,VINTAGE BLUE KITCHEN CABINET,2,2011-06-07 10:34:00,125.0,16949.0,United Kingdom
552285,22972,CHILDREN'S SPACEBOY MUG,1,2011-05-08 12:58:00,1.65,14684.0,United Kingdom
538541,22654,DELUXE SEWING KIT ,3,2010-12-13 10:46:00,5.95,17428.0,United Kingdom
537131,22574,HEART WOODEN CHRISTMAS DECORATION,96,2010-12-05 12:26:00,0.85,15716.0,United Kingdom
563909,22228,BUNNY WOODEN PAINTED WITH BIRD ,2,2011-08-21 12:36:00,0.39,15701.0,United Kingdom
562437,23231,WRAP DOILEY DESIGN,25,2011-08-04 17:58:00,0.42,13047.0,United Kingdom
548916,22918,HERB MARKER PARSLEY,12,2011-04-05 10:07:00,0.65,14849.0,United Kingdom
545321,21136,PAINTED METAL PEARS ASSORTED,16,2011-03-01 14:53:00,1.69,12747.0,United Kingdom
556932,21415,CLAM SHELL SMALL ,1,2011-06-15 15:41:00,4.13,,United Kingdom
C576968,23035,DRAWER KNOB CERAMIC IVORY,-3,2011-11-17 11:51:00,1.45,13668.0,United Kingdom
576590,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-11-15 14:30:00,1.45,16240.0,United Kingdom
565917,22627,MINT KITCHEN SCALES,1,2011-09-07 16:15:00,16.63,,United Kingdom
552821,85099B,JUMBO BAG RED RETROSPOT,2,2011-05-11 12:58:00,2.08,18118.0,United Kingdom
571281,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",48,2011-10-16 13:23:00,2.55,14088.0,United Kingdom
569369,23272,TREE T-LIGHT HOLDER WILLIE WINKIE,12,2011-10-03 15:32:00,1.65,15105.0,United Kingdom
548234,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-03-30 10:32:00,1.65,17594.0,United Kingdom
558687,22608,PENS ASSORTED FUNKY JEWELED ,36,2011-07-01 11:43:00,0.19,12598.0,France
550474,22502,PICNIC BASKET WICKER SMALL,1,2011-04-18 13:58:00,10.79,,United Kingdom
561631,22192,BLUE DINER WALL CLOCK,2,2011-07-28 14:27:00,8.5,14911.0,EIRE
577032,21670,BLUE SPOT CERAMIC DRAWER KNOB,24,2011-11-17 13:07:00,1.45,13160.0,United Kingdom
546306,85087,CANDY SPOT CUSHION COVER,1,2011-03-10 16:16:00,8.29,,United Kingdom
560896,35638B,PINK/BLUE STRING CURTAIN ,6,2011-07-21 17:26:00,1.95,15623.0,United Kingdom
577606,22057,CERAMIC PLATE STRAWBERRY DESIGN,12,2011-11-21 09:11:00,1.49,12462.0,Spain
574547,23212,HEART WREATH DECORATION WITH BELL,7,2011-11-04 15:08:00,1.25,17841.0,United Kingdom
570488,22726,ALARM CLOCK BAKELIKE GREEN,2,2011-10-10 17:12:00,7.46,14096.0,United Kingdom
555127,22750,FELTCRAFT PRINCESS LOLA DOLL,8,2011-05-31 15:30:00,3.75,15241.0,United Kingdom
581424,46000S,POLYESTER FILLER PAD 40x40cm,4,2011-12-08 15:29:00,1.45,13890.0,United Kingdom
559138,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2011-07-06 13:35:00,0.42,16919.0,United Kingdom
543604,22322,BIRD DECORATION GREEN POLKADOT,12,2011-02-10 13:54:00,0.85,16558.0,United Kingdom
575874,22418,10 COLOUR SPACEBOY PEN,24,2011-11-11 12:56:00,0.85,17054.0,United Kingdom
548163,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-03-29 13:43:00,5.79,,United Kingdom
545835,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,2011-03-07 13:17:00,1.25,17654.0,United Kingdom
536535,20685,DOORMAT RED RETROSPOT,2,2010-12-01 13:38:00,7.95,15605.0,United Kingdom
568894,21755,LOVE BUILDING BLOCK WORD,2,2011-09-29 13:04:00,6.25,17528.0,United Kingdom
571216,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-10-14 13:06:00,2.95,16081.0,United Kingdom
575486,35961,FOLKART ZINC HEART CHRISTMAS DEC,24,2011-11-09 17:07:00,0.85,14911.0,EIRE
545697,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-03-06 14:38:00,1.69,14504.0,United Kingdom
